code,error
7192,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7198,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7202,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7213,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7215,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7220,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7231,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7235,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7240,only algorithm code 1 and 2 are supported
7247,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7261,only algorithm code 1 and 2 are supported
7270,only algorithm code 1 and 2 are supported
7271,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7279,only algorithm code 1 and 2 are supported
7282,"Invalid dictionary construct: [/'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'DescendantFonts', [<PDFObjRef:19>], /'Encoding', /'UniJIS-UTF16-H', /'Subtype', /'Type0', /'Type', /'Font']"
7284,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7287,No objects to concatenate
7325,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7327,No objects to concatenate
7339,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7353,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7354,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7358,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7361,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7368,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7399,No objects to concatenate
7412,No objects to concatenate
7414,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7421,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7442,No objects to concatenate
7443,No objects to concatenate
7444,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7445,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7450,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7451,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7453,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7464,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7466,No objects to concatenate
7477,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7482,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7483,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7486,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7505,only algorithm code 1 and 2 are supported
7514,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7516,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7518,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7561,No objects to concatenate
7564,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7567,No objects to concatenate
7570,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:17>], /'Encoding', /'UniJIS-UTF16-H']"
7575,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7587,only algorithm code 1 and 2 are supported
7594,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7604,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7609,only algorithm code 1 and 2 are supported
7615,No objects to concatenate
7616,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7618,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7630,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:17>], /'Encoding', /'UniJIS-UTF16-H']"
7676,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7681,No objects to concatenate
7685,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7687,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7701,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x82o\\x83S\\x83V\\x83b\\x83N'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:17>], /'Encoding', /'UniJIS-UTF16-H']"
7718,only algorithm code 1 and 2 are supported
7731,only algorithm code 1 and 2 are supported
7733,only algorithm code 1 and 2 are supported
7735,only algorithm code 1 and 2 are supported
7740,only algorithm code 1 and 2 are supported
7744,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7751,only algorithm code 1 and 2 are supported
7779,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7803,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7804,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7806,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7807,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7812,only algorithm code 1 and 2 are supported
7813,No objects to concatenate
7818,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7827,only algorithm code 1 and 2 are supported
7829,No objects to concatenate
7832,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x83S\\x83V\\x83b\\x83N'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7847,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7851,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7855,No objects to concatenate
7864,only algorithm code 1 and 2 are supported
7867,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7887,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7895,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7896,only algorithm code 1 and 2 are supported
7898,only algorithm code 1 and 2 are supported
7905,only algorithm code 1 and 2 are supported
7908,No objects to concatenate
7911,only algorithm code 1 and 2 are supported
7912,only algorithm code 1 and 2 are supported
7931,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7936,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:27>], /'Encoding', /'UniJIS-UTF16-H']"
7947,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7949,only algorithm code 1 and 2 are supported
7956,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x83S\\x83V\\x83b\\x83N'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7961,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7974,only algorithm code 1 and 2 are supported
7976,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x83S\\x83V\\x83b\\x83N'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
7979,No objects to concatenate
7984,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8001,only algorithm code 1 and 2 are supported
8002,only algorithm code 1 and 2 are supported
8005,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8007,No objects to concatenate
8029,only algorithm code 1 and 2 are supported
8030,No objects to concatenate
8056,only algorithm code 1 and 2 are supported
8058,only algorithm code 1 and 2 are supported
8087,No objects to concatenate
8098,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8104,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8105,No objects to concatenate
8111,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8127,only algorithm code 1 and 2 are supported
8132,only algorithm code 1 and 2 are supported
8133,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8145,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8151,only algorithm code 1 and 2 are supported
8154,only algorithm code 1 and 2 are supported
8155,only algorithm code 1 and 2 are supported
8166,"Invalid dictionary construct: [/'Type', /'Font', /'Subtype', /'Type0', /'BaseFont', /b""b'"", /""ABCDEE+\\x82l\\x82r \\x96\\xbe\\x92\\xa9'"", /'Encoding', /'Identity-H', /'DescendantFonts', <PDFObjRef:6>, /'ToUnicode', <PDFObjRef:12>]"
8167,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8168,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8173,No objects to concatenate
8179,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8194,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8200,No objects to concatenate
8219,only algorithm code 1 and 2 are supported
8225,No objects to concatenate
8227,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8230,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8247,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8255,only algorithm code 1 and 2 are supported
8260,No objects to concatenate
8287,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8308,only algorithm code 1 and 2 are supported
8336,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8358,No objects to concatenate
8359,No objects to concatenate
8366,No objects to concatenate
8387,No objects to concatenate
8395,No objects to concatenate
8439,only algorithm code 1 and 2 are supported
8511,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8518,only algorithm code 1 and 2 are supported
8522,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:17>], /'Encoding', /'UniJIS-UTF16-H']"
8524,No objects to concatenate
8544,No objects to concatenate
8560,"Invalid dictionary construct: [/'BaseFont', /b""b'"", /""ABCDEE+\\x82l\\x82r \\x96\\xbe\\x92\\xa9'"", /'DescendantFonts', <PDFObjRef:7>, /'Encoding', /'Identity-H', /'Subtype', /'Type0', /'ToUnicode', <PDFObjRef:13>, /'Type', /'Font']"
8566,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8570,only algorithm code 1 and 2 are supported
8591,only algorithm code 1 and 2 are supported
8595,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8604,No objects to concatenate
8613,only algorithm code 1 and 2 are supported
8698,only algorithm code 1 and 2 are supported
8700,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:17>], /'Encoding', /'UniJIS-UTF16-H']"
8714,only algorithm code 1 and 2 are supported
8732,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8742,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8766,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8769,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x83S\\x83V\\x83b\\x83N'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8802,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8803,"Invalid dictionary construct: [/'Type', /'Font', /'BaseFont', /b""b'"", /""\\x82l\\x82r\\x96\\xbe\\x92\\xa9'"", /'Subtype', /'Type0', /'DescendantFonts', [<PDFObjRef:12>], /'Encoding', /'UniJIS-UTF16-H']"
8830,only algorithm code 1 and 2 are supported
