code,市場,銘柄名,現在値,業種,出来高,配当利回り,予PER,実PBR,単元株数,売上高,経常利益,自己資本比率,実ROE,優待月(上),優待月(下),単元倍率,特色,連結事業
2157,東証1部,コシダカホールディングス,586.0,,,,,,,,,,,,,,,
2158,マザーズ,ＦＲＯＮＴＥＯ,721.0,,,,,,,,,,,,,,,
2159,東証2部,フルスピード,425.0,,,,,,,,,,,,,,,
2160,マザーズ,ジーエヌアイグループ,2086.0,,,,,,,,,,,,,,,
2162,東証JQS,ｎｍｓホールディングス,366.0,,,,,,,,,,,,,,,
2163,東証1部,アルトナー,788.0,,,,,,,,,,,,,,,
2164,東証JQG,地域新聞社,743.0,,,,,,,,,,,,,,,
2168,東証1部,パソナグループ,1885.0,,,,,,,,,,,,,,,
2169,東証1部,ＣＤＳ,1526.0,,,,,,,,,,,,,,,
2170,東証1部,リンクアンドモチベーション,573.0,,,,,,,,,,,,,,,
2172,札幌ア,インサイト,368.0,,,,,,,,,,,,,,,
2173,東証JQG,博展,389.0,,,,,,,,,,,,,,,
2174,東証1部,ＧＣＡ,890.0,,,,,,,,,,,,,,,
2175,東証1部,エス・エム・エス,2980.0,,,,,,,,,,,,,,,
2176,東証JQS,イナリサーチ,716.0,,,,,,,,,,,,,,,
2178,マザーズ,トライステージ,383.0,,,,,,,,,,,,,,,
2179,東証JQS,成学社,803.0,,,,,,,,,,,,,,,
2180,東証1部,サニーサイドアップグループ,757.0,,,,,,,,,,,,,,,
2181,東証1部,パーソルホールディングス,2005.0,,,,,,,,,,,,,,,
2183,東証1部,リニカル,756.0,,,,,,,,,,,,,,,
2185,東証JQS,シイエム・シイ,2424.0,,,,,,,,,,,,,,,
2186,東証JQS,ソーバル,1019.0,,,,,,,,,,,,,,,
2191,東証JQS,テラ,216.0,,,,,,,,,,,,,,,
2193,東証1部,クックパッド,254.0,,,,,,,,,,,,,,,
2195,東証JQG,アミタホールディングス,2985.0,,,,,,,,,,,,,,,
2196,東証1部,エスクリ,425.0,,,,,,,,,,,,,,,
2198,東証1部,アイ・ケイ・ケイ,649.0,,,,,,,,,,,,,,,
2201,東証1部,森永製菓,3505.0,,,,,,,,,,,,,,,
2204,東証1部,中村屋,3785.0,,,,,,,,,,,,,,,
2206,東証1部,江崎グリコ,4340.0,,,,,,,,,,,,,,,
2207,東証1部,名糖産業,1529.0,,,,,,,,,,,,,,,
2208,東証2部,ブルボン,2210.0,,,,,,,,,,,,,,,
2209,東証1部,井村屋グループ,2414.0,,,,,,,,,,,,,,,
2211,東証1部,不二家,2133.0,,,,,,,,,,,,,,,
2212,東証1部,山崎製パン,1700.0,,,,,,,,,,,,,,,
2215,東証1部,第一屋製パン,952.0,,,,,,,,,,,,,,,
2216,東証2部,カンロ,1484.0,,,,,,,,,,,,,,,
2217,東証1部,モロゾフ,5220.0,,,,,,,,,,,,,,,
2218,札証,日糧製パン,2044.0,,,,,,,,,,,,,,,
2220,東証1部,亀田製菓,4640.0,,,,,,,,,,,,,,,
2221,東証JQS,岩塚製菓,4100.0,,,,,,,,,,,,,,,
2222,東証1部,寿スピリッツ,6360.0,,,,,,,,,,,,,,,
2224,東証JQS,コモ,2610.0,,,,,,,,,,,,,,,
2226,東証JQS,湖池屋,5020.0,,,,,,,,,,,,,,,
2229,東証1部,カルビー,2581.0,,,,,,,,,,,,,,,
2264,東証1部,森永乳業,6090.0,,,,,,,,,,,,,,,
2266,東証1部,六甲バター,1515.0,,,,,,,,,,,,,,,
2267,東証1部,ヤクルト本社,5880.0,,,,,,,,,,,,,,,
2268,東証JQS,Ｂ－Ｒ　サーティワン　アイスクリーム,4030.0,,,,,,,,,,,,,,,
2269,東証1部,明治ホールディングス,6800.0,,,,,,,,,,,,,,,
2270,東証1部,雪印メグミルク,2294.0,,,,,,,,,,,,,,,
2281,東証1部,プリマハム,3225.0,,,,,,,,,,,,,,,
2282,東証1部,日本ハム,4580.0,,,,,,,,,,,,,,,
2286,東証1部,林兼産業,631.0,,,,,,,,,,,,,,,
2288,東証1部,丸大食品,1714.0,,,,,,,,,,,,,,,
2291,東証2部,福留ハム,1910.0,,,,,,,,,,,,,,,
2292,東証1部,Ｓ　ＦＯＯＤＳ,3300.0,,,,,,,,,,,,,,,
2293,東証JQS,滝沢ハム,3000.0,,,,,,,,,,,,,,,
2294,東証1部,柿安本店,2512.0,,,,,,,,,,,,,,,
2296,東証1部,伊藤ハム米久ホールディングス,726.0,,,,,,,,,,,,,,,
2300,東証JQS,きょくとう,496.0,,,,,,,,,,,,,,,
2301,東証1部,学情,1414.0,,,,,,,,,,,,,,,
2303,東証JQS,ドーン,2778.0,,,,,,,,,,,,,,,
2304,東証JQS,ＣＳＳホールディングス,265.0,,,,,,,,,,,,,,,
2305,東証1部,スタジオアリス,2356.0,,,,,,,,,,,,,,,
2307,東証1部,クロスキャット,1009.0,,,,,,,,,,,,,,,
2309,東証1部,シミックホールディングス,1553.0,,,,,,,,,,,,,,,
2311,東証1部,エプコ,968.0,,,,,,,,,,,,,,,
2315,東証JQS,ＣＡＩＣＡ,239.0,,,,,,,,,,,,,,,
2317,東証1部,システナ,1819.0,,,,,,,,,,,,,,,
2321,東証JQG,ソフトフロントホールディングス,140.0,,,,,,,,,,,,,,,
2323,東証JQS,ｆｏｎｆｕｎ,494.0,,,,,,,,,,,,,,,
2325,東証1部,ＮＪＳ,2076.0,,,,,,,,,,,,,,,
2326,東証1部,デジタルアーツ,8410.0,,,,,,,,,,,,,,,
2327,東証1部,日鉄ソリューションズ,3100.0,,,,,,,,,,,,,,,
2329,東証JQS,東北新社,707.0,,,,,,,,,,,,,,,
2330,東証JQS,フォーサイド,103.0,,,,,,,,,,,,,,,
2331,東証1部,ＡＬＳＯＫ,4915.0,,,,,,,,,,,,,,,
2332,東証JQS,クエスト,1529.0,,,,,,,,,,,,,,,
2334,マザーズ,イオレ,1500.0,,,,,,,,,,,,,,,
2335,東証1部,キューブシステム,1037.0,,,,,,,,,,,,,,,
2337,東証1部,いちご,347.0,,,,,,,,,,,,,,,
2338,東証2部,ビットワングループ,914.0,,,,,,,,,,,,,,,
2340,東証JQS,極楽湯ホールディングス,306.0,,,,,,,,,,,,,,,
2341,東証JQS,アルバイトタイムス,135.0,,,,,,,,,,,,,,,
2342,マザーズ,トランスジェニック,567.0,,,,,,,,,,,,,,,
2344,東証JQS,平安レイサービス,877.0,,,,,,,,,,,,,,,
2345,東証2部,クシム,581.0,,,,,,,,,,,,,,,
2349,東証JQS,エヌアイデイ,1367.0,,,,,,,,,,,,,,,
2351,マザーズ,ＡＳＪ,1203.0,,,,,,,,,,,,,,,
2352,東証1部,エイジア,2243.0,,,,,,,,,,,,,,,
2353,東証1部,日本駐車場開発,157.0,,,,,,,,,,,,,,,
2354,東証2部,ＹＥ　ＤＩＧＩＴＡＬ,590.0,,,,,,,,,,,,,,,
2359,東証1部,コア,1434.0,,,,,,,,,,,,,,,
2370,マザーズ,メディネット,54.0,,,,,,,,,,,,,,,
2371,東証1部,カカクコム,3060.0,,,,,,,,,,,,,,,
2372,東証1部,アイロムグループ,2103.0,,,,,,,,,,,,,,,
2373,東証JQS,ケア２１,843.0,,,,,,,,,,,,,,,
2374,東証1部,セントケア・ホールディング,1082.0,,,,,,,,,,,,,,,
2375,東証2部,ギグワークス,848.0,,,,,,,,,,,,,,,
2376,東証1部,サイネックス,655.0,,,,,,,,,,,,,,,
2378,東証1部,ルネサンス,1150.0,,,,,,,,,,,,,,,
2379,東証1部,ディップ,2884.0,,,,,,,,,,,,,,,
2384,東証1部,ＳＢＳホールディングス,2923.0,,,,,,,,,,,,,,,
2385,マザーズ,総医研ホールディングス,480.0,,,,,,,,,,,,,,,
2388,東証JQG,ウェッジホールディングス,97.0,,,,,,,,,,,,,,,
2389,東証1部,デジタルホールディングス,1924.0,,,,,,,,,,,,,,,
2391,東証JQS,プラネット,1556.0,,,,,,,,,,,,,,,
2393,東証2部,日本ケアサプライ,1655.0,,,,,,,,,,,,,,,
2395,東証1部,新日本科学,792.0,,,,,,,,,,,,,,,
2397,東証2部,ＤＮＡチップ研究所,706.0,,,,,,,,,,,,,,,
2398,東証1部,ツクイホールディングス,921.0,,,,,,,,,,,,,,,
2402,マザーズ,アマナ,600.0,,,,,,,,,,,,,,,
2404,東証2部,鉄人化計画,287.0,,,,,,,,,,,,,,,
2406,東証JQS,アルテ　サロン　ホールディングス,504.0,,,,,,,,,,,,,,,
2408,東証JQS,ＫＧ情報,335.0,,,,,,,,,,,,,,,
2410,東証1部,キャリアデザインセンター,1118.0,,,,,,,,,,,,,,,
2411,東証JQS,ゲンダイエージェンシー,282.0,,,,,,,,,,,,,,,
2412,東証1部,ベネフィット・ワン,2746.0,,,,,,,,,,,,,,,
2413,東証1部,エムスリー,7151.0,,,,,,,,,,,,,,,
2415,東証JQS,ヒューマンホールディングス,857.0,,,,,,,,,,,,,,,
2418,東証1部,ツカダ・グローバルホールディング,347.0,,,,,,,,,,,,,,,
2424,東証1部,ブラス,522.0,,,,,,,,,,,,,,,
2425,東証JQG,ケアサービス,774.0,,,,,,,,,,,,,,,
2427,東証1部,アウトソーシング,1867.0,,,,,,,,,,,,,,,
2428,東証1部,ウェルネット,508.0,,,,,,,,,,,,,,,
2429,東証1部,ワールドホールディングス,2691.0,,,,,,,,,,,,,,,
2432,東証1部,ディー・エヌ・エー,2014.0,,,,,,,,,,,,,,,
2433,東証1部,博報堂ＤＹホールディングス,1813.0,,,,,,,,,,,,,,,
2435,東証JQS,シダー,235.0,,,,,,,,,,,,,,,
2436,東証JQS,共同ピーアール,776.0,,,,,,,,,,,,,,,
2437,東証JQS,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,441.0,,,,,,,,,,,,,,,
2438,マザーズ,アスカネット,959.0,,,,,,,,,,,,,,,
2440,東証1部,ぐるなび,578.0,,,,,,,,,,,,,,,
2445,東証1部,タカミヤ,529.0,,,,,,,,,,,,,,,
2449,東証JQS,プラップジャパン,1308.0,,,,,,,,,,,,,,,
2453,東証1部,ジャパンベストレスキューシステム,698.0,,,,,,,,,,,,,,,
2454,東証JQS,オールアバウト,758.0,,,,,,,,,,,,,,,
2459,東証2部,アウンコンサルティング,220.0,,,,,,,,,,,,,,,
2461,東証1部,ファンコミュニケーションズ,385.0,,,,,,,,,,,,,,,
2462,東証1部,ライク,2268.0,,,,,,,,,,,,,,,
2464,東証1部,ビジネス・ブレークスルー,449.0,,,,,,,,,,,,,,,
2467,名古屋セ,バルクホールディングス,228.0,,,,,,,,,,,,,,,
2468,東証2部,フュートレック,355.0,,,,,,,,,,,,,,,
2469,東証JQS,ヒビノ,1331.0,,,,,,,,,,,,,,,
2471,東証1部,エスプール,878.0,,,,,,,,,,,,,,,
2475,東証1部,ＷＤＢホールディングス,2530.0,,,,,,,,,,,,,,,
2477,東証1部,手間いらず,5790.0,,,,,,,,,,,,,,,
2479,東証JQG,ジェイテック,179.0,,,,,,,,,,,,,,,
2480,東証JQS,システム・ロケーション,1450.0,,,,,,,,,,,,,,,
2481,東証JQS,タウンニュース社,411.0,,,,,,,,,,,,,,,
2483,東証JQS,翻訳センター,1491.0,,,,,,,,,,,,,,,
2484,東証JQS,出前館,1780.0,,,,,,,,,,,,,,,
2485,東証1部,ティア,486.0,,,,,,,,,,,,,,,
2487,東証1部,ＣＤＧ,1585.0,,,,,,,,,,,,,,,
2488,東証JQS,ＪＴＰ,765.0,,,,,,,,,,,,,,,
2489,東証1部,アドウェイズ,916.0,,,,,,,,,,,,,,,
2491,東証1部,バリューコマース,3065.0,,,,,,,,,,,,,,,
2492,東証1部,インフォマート,895.0,,,,,,,,,,,,,,,
2493,東証JQS,イーサポートリンク,1005.0,,,,,,,,,,,,,,,
2497,マザーズ,ユナイテッド,1401.0,,,,,,,,,,,,,,,
2498,東証JQS,オリエンタルコンサルタンツホールディングス,2670.0,,,,,,,,,,,,,,,
2499,東証2部,日本和装ホールディングス,230.0,,,,,,,,,,,,,,,
2501,東証1部,サッポロホールディングス,2232.0,,,,,,,,,,,,,,,
2502,東証1部,アサヒグループホールディングス,5156.0,,,,,,,,,,,,,,,
2503,東証1部,キリンホールディングス,2185.0,,,,,,,,,,,,,,,
2531,東証1部,宝ホールディングス,1463.0,,,,,,,,,,,,,,,
2533,東証1部,オエノンホールディングス,389.0,,,,,,,,,,,,,,,
2540,東証1部,養命酒製造,1846.0,,,,,,,,,,,,,,,
2551,名証2部,マルサンアイ,3910.0,,,,,,,,,,,,,,,
2573,東証2部,北海道コカ・コーラボトリング,4230.0,,,,,,,,,,,,,,,
2579,東証1部,コカ・コーラ　ボトラーズジャパンホールディングス,1827.0,,,,,,,,,,,,,,,
2586,マザーズ,フルッタフルッタ,273.0,,,,,,,,,,,,,,,
2587,東証1部,サントリー食品インターナショナル,4055.0,,,,,,,,,,,,,,,
2588,東証2部,プレミアムウォーターホールディングス,2982.0,,,,,,,,,,,,,,,
2590,東証1部,ダイドーグループホールディングス,5230.0,,,,,,,,,,,,,,,
2593,東証1部,伊藤園,6410.0,,,,,,,,,,,,,,,
2594,東証1部,キーコーヒー,2079.0,,,,,,,,,,,,,,,
2597,東証1部,ユニカフェ,1002.0,,,,,,,,,,,,,,,
2599,東証1部,ジャパンフーズ,1235.0,,,,,,,,,,,,,,,
2602,東証1部,日清オイリオグループ,3040.0,,,,,,,,,,,,,,,
2607,東証1部,不二製油グループ本社,2823.0,,,,,,,,,,,,,,,
2612,東証1部,かどや製油,4030.0,,,,,,,,,,,,,,,
2613,東証1部,Ｊ－オイルミルズ,1917.0,,,,,,,,,,,,,,,
2651,東証1部,ローソン,5020.0,,,,,,,,,,,,,,,
2652,東証2部,まんだらけ,556.0,,,,,,,,,,,,,,,
2653,東証JQS,イオン九州,1951.0,,,,,,,,,,,,,,,
2654,東証2部,アスモ,543.0,,,,,,,,,,,,,,,
2656,東証JQS,ベクター,323.0,,,,,,,,,,,,,,,
2659,東証1部,サンエー,4285.0,,,,,,,,,,,,,,,
2664,東証1部,カワチ薬品,2336.0,,,,,,,,,,,,,,,
2666,東証JQS,オートウェーブ,115.0,,,,,,,,,,,,,,,
2667,東証JQS,イメージ　ワン,762.0,,,,,,,,,,,,,,,
2668,東証2部,タビオ,1014.0,,,,,,,,,,,,,,,
2669,東証JQS,カネ美食品,2968.0,,,,,,,,,,,,,,,
2670,東証1部,エービーシー・マート,6120.0,,,,,,,,,,,,,,,
2673,東証JQS,夢みつけ隊,124.0,,,,,,,,,,,,,,,
2674,東証1部,ハードオフコーポレーション,780.0,,,,,,,,,,,,,,,
2675,東証2部,ダイナックホールディングス,1298.0,,,,,,,,,,,,,,,
2676,東証1部,高千穂交易,1157.0,,,,,,,,,,,,,,,
2678,東証1部,アスクル,3625.0,,,,,,,,,,,,,,,
2681,東証1部,ゲオホールディングス,1180.0,,,,,,,,,,,,,,,
2683,東証2部,魚喜,1204.0,,,,,,,,,,,,,,,
2685,東証1部,アダストリア,1840.0,,,,,,,,,,,,,,,
2686,東証1部,ジーフット,408.0,,,,,,,,,,,,,,,
2687,東証1部,シー・ヴイ・エス・ベイエリア,399.0,,,,,,,,,,,,,,,
2689,東証1部,オルバヘルスケアホールディングス,1710.0,,,,,,,,,,,,,,,
2692,東証1部,伊藤忠食品,5100.0,,,,,,,,,,,,,,,
2693,東証JQS,ＹＫＴ,291.0,,,,,,,,,,,,,,,
2694,東証JQS,ジー・テイスト,66.0,,,,,,,,,,,,,,,
2695,東証1部,くら寿司,3970.0,,,,,,,,,,,,,,,
2698,東証1部,キャンドゥ,2122.0,,,,,,,,,,,,,,,
2700,東証JQS,木徳神糧,3520.0,,,,,,,,,,,,,,,
2702,東証JQS,日本マクドナルドホールディングス,5040.0,,,,,,,,,,,,,,,
2705,東証JQS,大戸屋ホールディングス,2654.0,,,,,,,,,,,,,,,
2706,東証JQS,ブロッコリー,1525.0,,,,,,,,,,,,,,,
2708,東証JQS,久世,705.0,,,,,,,,,,,,,,,
2715,東証1部,エレマテック,1207.0,,,,,,,,,,,,,,,
2721,東証JQS,ジェイホールディングス,273.0,,,,,,,,,,,,,,,
2722,東証1部,アイケイ,782.0,,,,,,,,,,,,,,,
2726,東証1部,パルグループホールディングス,1594.0,,,,,,,,,,,,,,,
2729,東証1部,ＪＡＬＵＸ,1614.0,,,,,,,,,,,,,,,
2730,東証1部,エディオン,1141.0,,,,,,,,,,,,,,,
2733,東証1部,あらた,4265.0,,,,,,,,,,,,,,,
2734,東証1部,サーラコーポレーション,610.0,,,,,,,,,,,,,,,
2735,東証1部,ワッツ,924.0,,,,,,,,,,,,,,,
2736,東証JQS,フェスタリアホールディングス,1487.0,,,,,,,,,,,,,,,
2737,東証1部,トーメンデバイス,3985.0,,,,,,,,,,,,,,,
2742,東証1部,ハローズ,2929.0,,,,,,,,,,,,,,,
2743,東証JQS,ピクセルカンパニーズ,104.0,,,,,,,,,,,,,,,
2747,東証JQS,北雄ラッキー,3115.0,,,,,,,,,,,,,,,
2749,東証1部,ＪＰホールディングス,287.0,,,,,,,,,,,,,,,
2750,東証JQS,石光商事,463.0,,,,,,,,,,,,,,,
2751,東証JQS,テンポスホールディングス,2130.0,,,,,,,,,,,,,,,
2752,東証1部,フジオフードグループ本社,1400.0,,,,,,,,,,,,,,,
2753,東証1部,あみやき亭,2816.0,,,,,,,,,,,,,,,
2754,東証JQS,東葛ホールディングス,421.0,,,,,,,,,,,,,,,
2760,東証1部,東京エレクトロン　デバイス,5940.0,,,,,,,,,,,,,,,
2761,東証JQS,トシン・グループ,6200.0,,,,,,,,,,,,,,,
2762,東証2部,三光マーケティングフーズ,252.0,,,,,,,,,,,,,,,
2763,東証JQS,エフティグループ,1297.0,,,,,,,,,,,,,,,
2764,東証1部,ひらまつ,162.0,,,,,,,,,,,,,,,
2767,東証1部,フィールズ,452.0,,,,,,,,,,,,,,,
2768,東証1部,双日,336.0,,,,,,,,,,,,,,,
2769,東証JQS,ヴィレッジヴァンガードコーポレーション,983.0,,,,,,,,,,,,,,,
2773,東証JQS,ミューチュアル,877.0,,,,,,,,,,,,,,,
2776,東証JQS,新都ホールディングス,76.0,,,,,,,,,,,,,,,
2777,東証JQS,カッシーナ・イクスシー,827.0,,,,,,,,,,,,,,,
2778,東証2部,パレモ・ホールディングス,170.0,,,,,,,,,,,,,,,
2780,東証2部,コメ兵ホールディングス,1088.0,,,,,,,,,,,,,,,
2782,東証JQS,セリア,3955.0,,,,,,,,,,,,,,,
2784,東証1部,アルフレッサ　ホールディングス,1703.0,,,,,,,,,,,,,,,
2788,東証2部,アップルインターナショナル,263.0,,,,,,,,,,,,,,,
2789,東証JQS,カルラ,416.0,,,,,,,,,,,,,,,
2790,東証JQS,ナフコ,1982.0,,,,,,,,,,,,,,,
2791,東証1部,大黒天物産,8630.0,,,,,,,,,,,,,,,
2792,東証1部,ハニーズホールディングス,1048.0,,,,,,,,,,,,,,,
2795,東証JQS,日本プリメックス,719.0,,,,,,,,,,,,,,,
2796,東証1部,ファーマライズホールディングス,783.0,,,,,,,,,,,,,,,
2798,東証2部,ワイズテーブルコーポレーション,1848.0,,,,,,,,,,,,,,,
2801,東証1部,キッコーマン,6980.0,,,,,,,,,,,,,,,
2802,東証1部,味の素,2485.5,,,,,,,,,,,,,,,
2804,東証1部,ブルドックソース,2279.0,,,,,,,,,,,,,,,
2805,東証2部,ヱスビー食品,4660.0,,,,,,,,,,,,,,,
2806,東証2部,ユタカフーズ,1905.0,,,,,,,,,,,,,,,
2809,東証1部,キユーピー,2618.0,,,,,,,,,,,,,,,
2810,東証1部,ハウス食品グループ本社,3250.0,,,,,,,,,,,,,,,
2811,東証1部,カゴメ,3055.0,,,,,,,,,,,,,,,
2812,東証1部,焼津水産化学工業,982.0,,,,,,,,,,,,,,,
2813,東証JQS,和弘食品,2552.0,,,,,,,,,,,,,,,
2814,東証JQS,佐藤食品工業,1565.0,,,,,,,,,,,,,,,
2815,東証1部,アリアケジャパン,6490.0,,,,,,,,,,,,,,,
2816,東証2部,ダイショー,1315.0,,,,,,,,,,,,,,,
2818,東証1部,ピエトロ,1649.0,,,,,,,,,,,,,,,
2819,東証1部,エバラ食品工業,2585.0,,,,,,,,,,,,,,,
2820,東証1部,やまみ,2115.0,,,,,,,,,,,,,,,
2830,東証2部,アヲハタ,2385.0,,,,,,,,,,,,,,,
2831,東証2部,はごろもフーズ,3135.0,,,,,,,,,,,,,,,
2871,東証1部,ニチレイ,2858.0,,,,,,,,,,,,,,,
2872,東証2部,セイヒョー,3260.0,,,,,,,,,,,,,,,
2874,東証1部,ヨコレイ,906.0,,,,,,,,,,,,,,,
2875,東証1部,東洋水産,4410.0,,,,,,,,,,,,,,,
2876,東証JQS,デルソーレ,468.0,,,,,,,,,,,,,,,
2877,東証JQS,日東ベスト,785.0,,,,,,,,,,,,,,,
2882,東証1部,イートアンドホールディングス,1835.0,,,,,,,,,,,,,,,
2883,東証1部,大冷,1932.0,,,,,,,,,,,,,,,
2884,東証1部,ヨシムラ・フード・ホールディングス,769.0,,,,,,,,,,,,,,,
2892,東証2部,日本食品化工,1819.0,,,,,,,,,,,,,,,
2894,東証2部,石井食品,236.0,,,,,,,,,,,,,,,
2897,東証1部,日清食品ホールディングス,8020.0,,,,,,,,,,,,,,,
2899,東証1部,永谷園ホールディングス,2244.0,,,,,,,,,,,,,,,
2901,東証JQS,石垣食品,158.0,,,,,,,,,,,,,,,
2902,名証2部,太陽化学,1708.0,,,,,,,,,,,,,,,
2903,東証2部,シノブフーズ,602.0,,,,,,,,,,,,,,,
2904,東証1部,一正蒲鉾,1009.0,,,,,,,,,,,,,,,
2905,東証JQS,オーケー食品工業,1143.0,,,,,,,,,,,,,,,
2907,東証2部,あじかん,858.0,,,,,,,,,,,,,,,
2908,東証1部,フジッコ,1940.0,,,,,,,,,,,,,,,
2910,東証1部,ロック・フィールド,1568.0,,,,,,,,,,,,,,,
2911,東証2部,旭松食品,2192.0,,,,,,,,,,,,,,,
2914,東証1部,ＪＴ,2181.0,,,,,,,,,,,,,,,
2915,東証1部,ケンコーマヨネーズ,1749.0,,,,,,,,,,,,,,,
2916,東証JQS,仙波糖化工業,642.0,,,,,,,,,,,,,,,
2917,東証JQS,大森屋,799.0,,,,,,,,,,,,,,,
2918,東証1部,わらべや日洋ホールディングス,1963.0,,,,,,,,,,,,,,,
2919,福証,マルタイ,3580.0,,,,,,,,,,,,,,,
2922,東証1部,なとり,1935.0,,,,,,,,,,,,,,,
2923,東証2部,サトウ食品,4920.0,,,,,,,,,,,,,,,
2924,東証1部,イフジ産業,930.0,,,,,,,,,,,,,,,
2925,東証1部,ピックルスコーポレーション,3280.0,,,,,,,,,,,,,,,
2926,東証2部,篠崎屋,122.0,,,,,,,,,,,,,,,
2927,東証JQS,ＡＦＣ－ＨＤアムスライフサイエンス,962.0,,,,,,,,,,,,,,,
2928,札幌ア,ＲＩＺＡＰグループ,210.0,,,,,,,,,,,,,,,
2929,東証1部,ファーマフーズ,3235.0,,,,,,,,,,,,,,,
2930,東証1部,北の達人コーポレーション,484.0,,,,,,,,,,,,,,,
